,client_name,project_name,Category,bid_classification,bid_type,bid_ID,awarded_date,awarded_year,company_name
4419,Peel Region,Consulting Services For Feasibility Assessments For The Redevelopment Of Peel Housing Corporation Sites,,Services,RFP,2018-471P,03-Aug,2018,Fotenn Consultants Inc.           N. Barry Lyon Consulting          Tim Welch Consulting Inc.               WSP Canada Inc.IBI Group Professional Services (Canada) Inc.
4420,Peel Region,Consulting Services For Feasibility Assessments Of Affordable Rental Housing (Re)Developments,,Services,RFP,2020-275P,10-Jul,2020,Colliers Project Leaders Inc.                 Deloitte LLP              Ernst & Young LLP                 Green PI Inc                 haerko inc.IBI Group Professional Services (Canada) Inc.           N. Barry Lyon Consulting                   SHS Inc.      TCA/Thier + Curran Architects Inc               urbanMetrics inc
4421,Peel Region,Consulting Services For Review And Evaluation Of Housing Related Grant Programs,,Services,RFP,2018-639P,16-Nov,2018,DPRA Canada Inc.      Ernst & Young LLP   Institute on Governance           KPMG LLPLough Barnes Consulting Group   N. Barry Lyon Consulting       Optimus SBR Inc.
4422,Peel Region,Consulting Services For Settlement Expansion Environmental Screening And Scoped Subwatershed Study,,Services,RFP,2019-145P,11-Sep,2019,Wood Canada Limited
4423,Peel Region,Consulting Services For The Redevelopment Of 958-960 East Avenue Mississauga,,Services,RFP,2018-694P,01-Feb,2019,G architects          jh.architectureRafael + Bigauskas Architects Inc.          RAW Design Inc.        RPL Architects Inc.
4424,Peel Region,"Consulting Services For The Redevelopment Of The Salt Management Facility At 2 Copper Road, City Of Brampton, Project 189002",Consulting - Facility,Services,RFP,2018-644P,17-Dec,2018,AECOM Canada Ltd.IBI Group Professional Services (Canada) Inc.             Reinders + Law Ltd.
4425,Peel Region,Consulting Services To Develop An Information Technology Audit Risk Based Work Plan,Consulting - Software Services,Services,RFP,2018-450P,20-Aug,2018,Scalar Decisions Inc.           KPMG LLP          RSM Canada       CIMA Canada Inc.Information Systems Architects          SourcetekIT        BDO Canada LLP       Ernst & Young LLP
4426,Peel Region,"Contract Administration And Inspection For Trenchless Technology Program, Project 20-2300I",,Services,RFP,2020-530P,13-Aug,2020,Andrews.Engineer    CIMA Canada Inc.Robinson Consultants Inc
4427,Peel Region,"Contract Aministration And Inspection Services For Cawthra Road Sanitary Sewer And Watermain, Phases 2 And 3, City Of Mississauga, Projects 18-2252 And 15-1345G2",,Services,RFT,2019-050T,14-Jun,2019,Aldea Engineering Services Limited   Chisholm Fleming & Associates    Cole Engineering Group Ltd.
4428,Peel Region,"Conversion Of Private Noise Attenuation Walls On Erin Mills  Parkway, City Of Mississauga, Projects 16-4517, 17-4517, And 18-4517",,Construction,RFT,2018-078T,21-Jun,2018,Anthony Furlano Construction Inc.Metric Contracting Services Corporation             CSL Group Ltd    Esposito Bros. Construction Ltd.             Imperial Fence
4429,Peel Region,Corridor Painting At Various Peel Living Buildings,,Services,RFT,2019-641T,23-Jan,2020,11579380 CANADA INC.               2099576 Ontario Inc.           ACE Painting & Decorating Co.                Allies Contracting                  Androus GC Inc.            Brampton Painting Co. Ltd.                  Delta Painting              Direk Construction Inc.               DNK Construction Corp                Embassy Corporation            Hafe General Contractor Ltd            Halton Construction Limited          Icon Restoration Services Inc.Integricon Property Restoration and Constructio...           Neptune Security Services Inc                Polat Construction                 Se7en Hills Inc.                    Shinol Inc.             SILVER STONE PAINTING INC           SQM JANITORIAL SERVICES INC.           sure general contractors inc          Tuygun Painting Contracting LTD            White Swan Contracting Ltd
4430,Peel Region,Cost Benefit Analysis Of Cross Border Wastewater Connections And Return On Investment On Potential System Upgrades,,Services,RFP,2020-581P,01-Dec,2020,CH2M Hill Canada Limited
4431,Peel Region,"Crack Treatment On Regional Municipality Of Peel Roads, Project 18-4666",,Services,RFT,2018-016T,23-Mar,2018,Falcon Road Services Inc.      Multiseal Inc.
4432,Peel Region,"Crack Treatment On Regional Municipality Of Peel Roads, Project 19-4666",,Services,RFT,2020-324T,01-Jun,2020,Metro Asphalt               Multiseal Inc.       Neptune Security Services Inc            Pavetech Ottawa Ltd.Roadmaster Road Construction & Sealing Ltd.      Upper Canada Road Services Inc.
4433,Peel Region,Data Collection For Sanitary Sewer Flow Monitoring And Rainfall Monitoring Throughout The Region Of Peel,,Construction,RFP,2020-487P,09-Dec,2020,"ADS Environmental Technologies, Inc.        AMG Environmental Inc     Civica Infrastructure Inc.  flowmetrix technical services inc"
4434,Peel Region,"Delivery Of One Tri Axle Dump Truck For Public Works, Fleet Services",,Goods,RFT,2018-048T,13-Feb,2018,Rush Truck Centres of Canada Limited         premier truck group         Vision Truck Group
4435,Peel Region,Delivery Of Summer Job Challenge Program In The Region Of Peel,,Services,RFP,2019-237P,22-Apr,2019,Peel Career Assessment Services Inc.Quality Continuous Improvement Centre for Commu...
4436,Peel Region,Delivery Of Trusteeship And Money Management Counselling Program,,Services,RFP,2018-688P,21-Mar,2019,Peel Career Assessment Services Inc.The Elizabeth Fry Society of Peel-Halton
4437,Peel Region,Delivery Of Vocational Assessment Program,,Services,RFP,2018-030P,15-May,2018,VPI Inc     IME Plus Evaluations Ltd.       March of Dimes CanadaRehabilitation Network Canada Inc.     AGS Rehab Solutions Inc. Metrics Vocational Services Inc.
4438,Peel Region,"Demolition And Surface Parking Development At 185 Central Park Drive, City Of Brampton, Project 175229",,Construction,RFT,2018-059T,14-Feb,2019,Budget Environmental Disposal Inc    Canada Construction LimitedFour Seasons Site Development Ltd. London Excavators & Trucking Ltd       MGI Construction Corp      Pegah Construction Ltd.   Rafat General Contractor Inc.     Schouten Excavating Inc.      Serve Construction LtdSierra Excavating Enterprises Inc.    Tri-Phase Contracting Inc.
4439,Peel Region,"Demolition Of Vacant Commercial Building At  7536 Mayfield Road, Town Of Caledon, Project 13-4065",,Construction,RFQ,2019-510Q,10-Oct,2019,Adems RestorationJ&J Property Services Inc. Priestly Demolition Inc.      Salandria LTD. Schouten Excavating Inc.     Serene Group IncTri-Phase Contracting Inc.    United Wrecking IncZucco Construction Limited
4440,Peel Region,"Demolition Of Various Region Of Peel Properties, Projects 14-4030, 13-4065 And 05-4045",,Construction,RFT,2020-668T,05-Oct,2020,Androus GC Inc.Budget Environmental Disposal Inc           Decon Group         JONES GROUP LTD         Lions Group Inc  Neptune Security Services Inc  Rafat General Contractor Inc.          Salandria LTD.     Schouten Excavating Inc.    Tri-Phase Contracting Inc.       United Wrecking Inc
4441,Peel Region,Design And Build Of Two Peel Regional Police Explosive Disposal Unit Vehicles,,Goods,RFP,2018-079P,05-Jun,2018,"PK Welding & Fabricators Inc        Weldexperts Inc  Tri-Star Industries LimitedIntercontinental Truck Body Ltd           LDV, Inc."
4442,Peel Region,"Design And Contract Administration Services For Watermain Construction Dundas Street, City Of Mississauga, Project 18-1310C",,Services,RFT,2018-006T,21-Jan,2019,Accardi Schaeffers & Associates Ltd.          AECOM Canada Ltd.     AINLEY & ASSOCIATES LIMITED Associated Engineering (Ont.) Ltd.    Chisholm Fleming & Associates     Cole Engineering Group Ltd.          exp Services Inc.             GHD Limited  R.V. Anderson Associates Limited         RA Engineering Inc      Robinson Consultants Inc       Stantec Consulting Ltd.
4443,Peel Region,"Design And Contract Administration Services For Watermain Construction On Heritage Road, Cities Of Brampton And Mississauga, Project 15-1138",,Services,RFT,2019-229T,04-Jul,2019,AINLEY & ASSOCIATES LIMITEDChisholm Fleming & Associates Cole Engineering Group Ltd.      exp Services Inc.         GHD Limited   Robinson Consultants Inc   Stantec Consulting Ltd.
4444,Peel Region,Design And Delivery Of A Corporate Performance Management Framework For The Regional Municipality Of Peel,,Services,RFP,2019-384P,15-Jul,2019,CIMA Canada Inc.     Ernst & Young LLP     Optimus SBR Inc.PricewaterhouseCoopers LLP
4445,Peel Region,Design And Supply Of A Mobile Office Complex At The Peel Curing Facility,,Services,RFP,2019-020P,15-Aug,2019,Turkstra Modular Builders Inc.
4446,Peel Region,"Design, Supply, Installation And Real-Time Montoring Of Cctv Systems For Peel Living Buildings",,Construction,RFP,2018-632P,03-Jan,2019,CLAVIS CORPORATION O/A ABC SECURITY ACCESS SYSTEMS              Birdseye Security Inc.               Logixx Security Inc.       Marcomm Integrated Business Solutions
4447,Peel Region,"Design-Build Services For The Salt Management Facility, City Of Brampton, Project 189002",,Construction,RFP,2019-639P,24-Dec,2019,Esposito Bros. Construction Ltd.   Huinink Infrastructure Ltd.    KENAIDAN CONTRACTING LTD.     Percon Construction Inc     SPEC Construction Inc.
4448,Peel Region,Detailed Design And Contract Administration Services For Erin Mills Parkway Corridor Active Transportation Improvements,,Services,RFP,2018-562P,30-Nov,2018,Chisholm Fleming & Associates      exp Services Inc.     Wood Canada Limited       WSP Canada Inc.
4449,Peel Region,"Detailed Design, Contract Administration And Construction Inspection For Conversion Of Private Noise Walls On Bovaird Drive, East Of Highway 410, In The City Of Brampton, Project 19-4517",,Services,RFP,2019-668P,16-Jan,2020,Chisholm Fleming & Associates               CIMA Canada Inc.                 Green PI IncIBI Group Professional Services (Canada) Inc.   McIntosh Perry Consulting Engineers Ltd.           Planmac Engineering Inc.           Stantec Consulting Ltd.
4450,Peel Region,"Detailed Design, Contract Administration And Construction Inspection For Conversion Of Private Noise Walls On Derry Road And Steeles Avenue Within The Region Of Peel, Project 18-4517",Consulting - Transportation,Services,RFP,2018-752P,14-Mar,2019,GHD LimitedMcIntosh Perry Consulting Engineers Ltd.        Planmac Engineering Inc.         Stantec Consulting Ltd.
4451,Peel Region,"Detailed Design, Contract Administration And Construction Inspection For Conversion Of Private Noise Walls On Derry Road West In The City Of Mississauga, Project 19-4517",Consulting - Transportation,Services,RFP,2019-608P,21-Feb,2020,Chisholm Fleming & Associates       CIMA Canada Inc.   Planmac Engineering Inc.   Stantec Consulting Ltd.       WSP Canada Inc.
4452,Peel Region,"Detailed Design, Contract Administration And Construction Inspection Of Olde Base Line Road Improvements In The Town Of Caledon, Project 17-4095",Consulting - Transportation,Services,RFP,2018-320P,21-Jan,2019,Associated Engineering (Ont.) Ltd.        BT Engineering Inc.          HDR Corporation    Morrison Hershfield Limited         SNC-Lavalin Inc.   The Greer Galloway Group Inc.        Wood Canada Limited
4453,Peel Region,"Detailed Design, Contract Administration, And Construction Inspection And Supervision Services",,Services,RFP,2018-189P,11-Sep,2018,Wood Canada Limited               SNC-Lavalin Inc.               WSP Canada Inc.       R.V. Anderson Associates Limited         AINLEY & ASSOCIATES LIMITED              exp Services Inc.        Chisholm Fleming & Associates               HDR Corporation           Stantec Consulting Ltd.IBI Group Professional Services (Canada) Inc.              AECOM Canada Ltd.
4454,Peel Region,"Detailed Design, Contract Administration, And Construction Inspection For Widening Of Mississauga Road From Financial Drive To Bovaird Drive, City Of Brampton, Project 16-4060",Consulting - Transportation,Services,RFP,2020-015P,19-Feb,2020,AECOM Canada Ltd.         Cole Engineering Group Ltd.                Hatch LimitedIBI Group Professional Services (Canada) Inc.         Morrison Hershfield Limited       R.V. Anderson Associates Limited             Wood Canada Limited               WSP Canada Inc.
4455,Peel Region,"Detailed Design, Contract Administration, And Construction Inspection Services For",,Services,RFP,2018-487P,18-Sep,2018,Accardi Schaeffers & Associates Ltd.              AECOM Canada Ltd.         AINLEY & ASSOCIATES LIMITED        Chisholm Fleming & Associates              exp Services Inc.IBI Group Professional Services (Canada) Inc.               WSP Canada Inc.
4456,Peel Region,"Detailed Design, Contract Administration, And Construction Inspection Services For Mayfield Road Between Mississauga Road And Winston Churchill Boulevard, In The Regional Municipality Of Peel, Project 17-4030",Consulting - Transportation,Services,RFP,2018-273P,13-Nov,2018,Accardi Schaeffers & Associates Ltd.         AINLEY & ASSOCIATES LIMITED        Chisholm Fleming & Associates              exp Services Inc.IBI Group Professional Services (Canada) Inc.       R.V. Anderson Associates Limited               SNC-Lavalin Inc.             Wood Canada Limited
4457,Peel Region,"Detailed Design, Contract Administration, And Supervision Of Various Retaining Walls Within The Region Of Peel, Projects 15-4880, 15-4520, 16-4520",,Services,RFP,2018-315P,03-Aug,2018,Chisholm Fleming & Associates     Wood Canada Limited    Aquafor Beech Limited
4458,Peel Region,Development And Delivery Of Fit For Duty Staff Training Program,,Services,RFP,2019-239P,09-May,2019,DriverCheck Inc. Public Services Health & Safety AssociationWard & Uptigrove Consulting & Human Resources
4459,Peel Region,Development And Implementation Of A Community Cycling Program,,Services,RFP,2018-180P,19-Nov,2018,CultureLink Settlement and Community ServicesPolycultural Immigrant and Community Services   Punjabi Community Health Services (PCHS)
4460,Peel Region,Development Of A Long-Term Utility Financial Plan,,Services,RFP,2020-081P,07-Jul,2020,"Ernst & Young LLP     Grant Thornton (Canada) LLPRaftelis Financial Consultants, Inc. Watson & Associates Economists Ltd."
4461,Peel Region,Development Of An Enterprise Asset Management Technology Application Strategy And Implementation Roadmap,Consulting - Software Services,Services,RFP,2018-764P,20-Mar,2019,Gartner Canada          KPMG LLPTurner & Townsend AMCL Inc.
4462,Peel Region,Development Of Enterprise Business And Intelligence Strategy And Implementation Plan,,Services,RFP,2017-623P,09-Apr,2018,PricewaterhouseCoopers LLP      Gartner Canada      Gensquared Inc.         Accenture
4463,Peel Region,"Development Of Inspection, Condition Assessment, And Testing Guidelines For Water And Wastewater Facilities",,Services,RFP,2020-365P,30-Jun,2020,AECOM Canada Ltd.    CH2M Hill Canada Limited        CIMA Canada Inc. GM BluePlan Engineering Limited          Green PI IncR.V. Anderson Associates Limited         WSP Canada Inc.
4464,Peel Region,Development Of Principles And Model(S) For A Future State Of Internal Support Services At The Region Of Peel,,Services,RFP,2020-523P,06-Aug,2020,COREinternational inc               Deloitte LLP            Ernst & Young LLP      Improve Consulting Group Inc.                 KPMG LLP             Optimus SBR Inc.        PricewaterhouseCoopers LLP            StrategyCorp Inc.western management Consultants of Ontario
4465,Peel Region,Development Of Principles And Model(S) For Contact Centre Optimization For The Region Of Peel,,Services,RFP,2020-601E,13-Oct,2020,"AtFocus Inc.   Contact Strategies Inc.      Ernst & Young LLP        EZSigma Group  ForwardVu Solutions Inc.      Optimus SBR Inc.  TELUS Communications Inc.The Taylor Reach Group, Inc."
4466,Peel Region,Development Services Fees Review,,Services,RFP,2019-739P,22-Jan,2020,Watson & Associates Economists Ltd.
4467,Peel Region,"Diesel Generator/Fuel System Upgrade, 180 Derry Road East, Mississauga, For Peel Regional Police",,Construction,RFT,2020-536T,16-Oct,2020,"AB Project Management & Construction Inc.          Cannington Construction Limited              Claybar Contracting Inc          Con-Pro Industries Canada Ltd.                 GAL Power Systems                   Kenstruct LtdMacNamara Fuels, div. of Samuel P. MacNamara En...Modern Niagara Building Services a division of ...              TPL Installations Inc."
4468,Peel Region,"Dixie Road Multi-Use Pathway From Clark Boulevard To Queen Street East, City Of Brampton, Project 19-4140",,Construction,RFT,2020-322T,14-Sep,2020,Ashland Construction Group Ltd.            CSL Group Ltd    DIG-CON INTERNATIONAL LIMITED       Forest Contractors Ltd.  Graham Bros. Construction LimitedKingsway Paving and Interlocking Ltd.        Onsite Contracting Inc       Pacific Paving Limited.    Rafat General Contractor Inc.        Serve Construction Ltd
4469,Peel Region,Domestic Hot Water Tank Relining And Inspections At Peel Living Locations,,Services,RFT,2018-101T,26-Oct,2018,Hydrastone Industrial Coatings Inc.
4470,Peel Region,Downspout Disconnections In The Region Of Peel,,Construction,RFT,2020-272T,09-Jun,2020,Arenes Construction Ltd   bonum contracting   DURON ONTARIO LTD  Trinity Roofing Ltd.
4471,Peel Region,Downspout Survey'S And Sanitary Sewer Smoke Testing To Support The Region Of Peel Inflow And Infiltration Reduction And Mitigation Strategy,,Services,RFP,2019-752P,29-Jan,2020,Civica Infrastructure Inc.     GM BluePlan Engineering LimitedInfrastructure Intelligence Services Inc.     Thompson Flow Investigations Inc
4472,Peel Region,"Drain Pipes, Stack Cleaning And Video Inspection At Various Peel Living Sites",,Services,RFT,2020-040T,28-Sep,2020,Drain Doctor   Firenza Heating & Plumbing LTD. Royal Plumbing Contracting 2019 LtdThe Plugged Piper Drain Service Inc.           Vics Group Inc
4473,Peel Region,"Dry Power Sweeping, High Pressure Power Washing, And Line Painting At Peel Living Residential Properties",,Services,RFT,2020-039T,13-May,2020,BiView Building Ser.    Diamond Line Painting        Fresh & Clean      Fusillo Group Ltd       Metro Jet WashR&S Supreme Mobile Wash Inc.SQM JANITORIAL SERVICES INC.          step one White Swan Contracting Ltd
4474,Peel Region,"East To West Diversion Sanitary Trunk Sewer, Contract 1, Project 16-2291",,Construction,RFT,2020-029T,11-Sep,2020,C & M McNally / Michels Canada ULC      Dibco Underground Ltd.     McNally Construction Inc    Technicore Underground Inc
4475,Peel Region,"Eavestrough Cleaning, Inspection And Repairs And Roofing Inspection And Repairs At Peel Living Locations",,Services,RFT,2018-472T,05-Oct,2018,2289679 Ontario Inc. o/a Aurum Property Care            AAA Roofmasters Ltd.            BiView Building Ser.        H.BREITER WINDOW CLEANING LTD         J&J Property Services Inc.        T Hamilton & Son Roofing Inc    Top-Line Roofing and Sheet Metal Inc.            Trinity Roofing Ltd.     Triumph Roofing & Sheet Metal Inc.
4476,Peel Region,"Electrical And Mechanical Upgrades At Various Long-Term Care Facilities Within The Region Of Peel, Projects 19105 And 19109",,Construction,RFP,2020-767P,12-Feb,2021,Ferguson Electric Company LtdNutemp Mechanical Systems Ltd
4477,Peel Region,Electrical Low And High Voltage Preventative And Demand Maintenance Repair Services At Various Region Of Peel Commercial Facilities,,Services,RFT,2020-135T,16-Sep,2020,AC Tesla PES Inc.                  Ainsworth Inc.                   Aps electric                 CFM Services Inc              MultiTech Trades Corp.       Erbsville Electrical Contractors Inc.                Holley Electric Ltd                  IPE Canada Inc.            K.P.C Power Electrical LtdModern Niagara Building Services a division of ...                  Plan Group Inc.                RPM Industrial Inc.              Smith and Long Limited
4478,Peel Region,Electrical Maintenance And Repair At Various Water And Wastewater Facilities Within The Regional Municipality Of Peel,,Services,RFT,2019-075T,22-May,2019,KI Electrical Solutions Inc.    Kudlak-Baird (1982) LimitedModern Niagara Toronto Incorporated     One Source Electrical LtdPolaris Electrical Contractors Ltd.    R.A. Graham Contractors Ltd.        RPM Industrial Inc.  Safety Management Solutions Inc  Sheridan Electric Services Ltd.          Verantio Canada
4479,Peel Region,Electrical Services And Preventative Maintenance For The Region Of Peel’S Long Term Care Centres,,Services,RFT,2020-028T,29-Nov,2020,"8509999 Canada Inc.                   Aps electric             Bronxpro & Concepts Inc.               Buxton & Dawe Limited         Can-Em Electrical Contractors Inc              Cosmos Electrical Co.,          Dexterra | 10647802 Canada Ltd.                 ELECTRO-WORKS LTD         Fairway Electrical Services Inc.          Hadary Consulting Services Ltd.                Holley Electric Ltd                Igman Electric Ltd.           K & A Imperial Enterprise IncModern Niagara Building Services a division of ...           Neptune Security Services Inc                RPM Industrial Inc.              Smith and Long Limited"
4480,Peel Region,Electrical Services For Peel Regional Police On An ‘As Required Basis’,,Services,RFT,2020-491T,15-Sep,2020,Advance Net Electric Ltd.               Ainsworth Inc.                Aps electric             City Electric Inc.        CM Lighting Maintenance Ltd.             ELECTRO-WORKS LTD         Everbrite Industries Ltd.            Holley Electric Ltd       PEGASUS ELECTRIC COMPANY LTD.      Powerful Group of Companies Inc.        R.A. Graham Contractors Ltd.            RPM Industrial Inc.           Smith and Long LimitedStevens & Black Electrical Contractors Ltd.             Supply Point Inc.
4481,Peel Region,Electrical Services For Various Peel Living Locations,,Services,RFT,2018-113T,25-Jan,2019,Beckett electric          City Electric Inc.Danik Electrical Construction Co. Ltd.          Igman Electric Ltd.     PEGASUS ELECTRIC COMPANY LTD.          RPM Industrial Inc.
4482,Peel Region,"Electrical Upgrades At 10 Peel Centre Drive, City Of Brampton, Project E16-10403",,Construction,RFT,2019-768T,12-Mar,2020,Beckett electric       Duplex Electrical Ltd.    Ferguson Electric Company Ltd     P H E Contractor Sales Ltd   Panson Electrical Services Ltd.Superior Boiler Works & Welding Ltd.
4483,Peel Region,Electronic Medical Record Solution For The Region Of Peel,,Services,RFP,2019-131P,09-Sep,2019,AxSys Technology Limited   Healthism Systems Inc        Avaros Inc.Intrahealth Canada Limited     QHR Technologies       Telus Health
4484,Peel Region,"Elevator & Cab Modernization At Various Peel Living Locations, City Of Mississauga, Project 18Pl05",,Construction,RFT,2019-329T,19-Jul,2019,CEE Elevator Service Ltd.  Delta Elevator Co Ltd  Element Elevators Inc.
4485,Peel Region,"Elevator And Cab Modernization At Various Peel Living Locations, City Of Brampton And City Of Mississauga, Project 18Pl05",,Construction,RFT,2019-157T,21-Jun,2019,Delta Elevator Co Ltd Element Elevators Inc.Quality Allied Elevator
4486,Peel Region,Elevator Maintenance Services At Peel Living Properties,,Services,RFT,2019-142T,23-Dec,2019,CEE Elevator Service Ltd.  Delta Elevator Co Ltd  Element Elevators Inc. Quality Allied Elevator
4487,Peel Region,"Elevator Modernization, 10 Peel Centre Drive, Suite A, City Of Brampton",,Construction,RFT,2020-114T,30-Mar,2020,CEE Elevator Service Ltd.  Delta Elevator Co Ltd  Element Elevators Inc.   Nortec Elevator Corp Quality Allied Elevator
4488,Peel Region,"Emergency Gas Line Repair At Peel Manor, City Of Brampton",,Services,DN,2020-770N,17-Nov,2020,NaN
4489,Peel Region,"Emergency Generator Fuel Systems Remediation At Various Peel Living Sites, Project 17Pl22",,Construction,RFT,2017-722T,09-Feb,2018,"Claybar Contracting IncMacNamara Fuels, div. of Samuel P. MacNamara En...              TPL Installations Inc.                 GAL Power Systems"
4490,Peel Region,Emergency Response Vehicle Conversion For Peel Regional Paramedic Services,,Services,RFP,2019-137P,05-Jul,2019,Rowland Emergency Vehicle Products Inc.
4491,Peel Region,Emergency Security Services At Covid Vaccination Clinics At 10 Peel Centre Drive And 7120 Hurontario,,Services,DN,2021-279N,22-Mar,2021,NEPTUNE SECURITY SERVICES INC.
4492,Peel Region,Emergency Sewer Blockage Services For Various Locations Within The Regional Municipality Of Peel,,Services,RFQ,2020-638Q,05-Oct,2020,Rapid Plumbing Inc Royal Plumbing Contracting 2019 LtdThe Plugged Piper Drain Service Inc.    Tierra Geomatic Services Inc.
4493,Peel Region,Emergency Standby Generators And Fuel System Inspection And Repairs At Various Peel Living Locations,,Services,RFT,2020-011T,07-Apr,2020,Cannington Construction Limited             CES Poweron Services Inc                  Cory Liidemann           GAL Power Systems Toronto Ltd            GenWorx Power Systems Inc.Integrated Distribution Systems Limited Partner...              LMR Power Systems Inc.          Northern Generator Company Ltd.                Power Station Ltd.              Pritchard Power Systems                  T&T Power Group                Total Power Limited
4494,Peel Region,Emergency Watermain Repairs And Replacements At Various Peel Living Locations,,Services,RFT,2020-052T,15-Jun,2020,2708268 ont inc O/A Nelli Construction    Firenza Heating & Plumbing LTD.            Vics Group Inc
4495,Peel Region,Employee And Family Assistance Program (Efap) For The Region Of Peel And Peel Regional Police,,Services,RFP,2018-707P,08-Feb,2019,Homewood Health Inc.   Morneau Shepell
4496,Peel Region,"Energy Management Software System (Icem-Ocr) Licensing, Technical Support, Maintenance And Hosting Services",,Services,DN,2020-838N,24-Dec,2020,NaN
4497,Peel Region,Engineering Services And Contract Management For Kitchens And Bathrooms At Two Peel Living Residential Properties,,Services,RFP,2020-245P,18-Dec,2020,Ar. Ravi Doiphode Inc.          BOLD Engineering Inc.McIntosh Perry Consulting Engineers Ltd.         Urbis Engineering Ltd.
4498,Peel Region,"Engineering Services For A New Clarkson Wastewater Treatment Plant (Wwtp) Primary Sludge Thickening Facility, Project 20-2951",Consulting - Water Wastewater Vertical,Services,RFP,2019-526P,11-Mar,2020,AECOM Canada Ltd.Black & Veatch Canada Company   CH2M Hill Canada Limited       WSP Canada Inc.
4499,Peel Region,"Engineering Services For A Proposed Sanitary Trunk Sewer And Pressure Zone 1 Watermain Upgrades On Lakeshore Road West, City Of Mississauga, Project No. 19-2215 And 19-1120",Construction - Water Wastewater Linear,Services,RFP,2019-046P,26-Sep,2019,"Associated Engineering (Ont.) Ltd.           Black & Veatch Canada Company             CH2M Hill Canada Limited            Cole Engineering Group Ltd.                   Hatch Limited         R.V. Anderson Associates Limited              Stantec Consulting Ltd.The Municipal Infrastructure Group Ltd., a T.Y....                  WSP Canada Inc."
4500,Peel Region,Engineering Services For A Schedule 'C' Municipal Class Environmental Assessment For Etobicoke Creek Trunk Sewer Improvements And Upgrades,,Services,RFP,2018-518P,09-Nov,2018,Black & Veatch Canada Company    CH2M Hill Canada Limited       exp Services Inc.GM BluePlan Engineering Limited      LEA Consulting Ltd.
4501,Peel Region,Engineering Services For A Schedule 'C' Municipal Class Environmental Assessment For The Capacity Expansion Of The Central Mississauga Wastewater System,,Services,RFP,2018-731P,07-Feb,2019,"Cole Engineering Group Ltd.                 exp Services Inc.          GM BluePlan Engineering Limited              Stantec Consulting Ltd.The Municipal Infrastructure Group Ltd., a T.Y....                Wood Canada Limited"
4502,Peel Region,"Engineering Services For A Watermain And Sanitary Forcemain On Queen Street From Goreway Drive To Cherrycrest Drive, City Of Brampton, Projects 18-1169 And 18-2271",,Services,RFP,2019-246P,24-Jul,2019,Associated Engineering (Ont.) Ltd.         exp Services Inc.  GM BluePlan Engineering Limited     Robinson Consultants Inc
4503,Peel Region,"Engineering Services For Back Flow Prevention Implementation At Various Region Of Peel Properties In City Of Mississauga, City Of Brampton And Caledon, Project 18Pl12",,Services,RFT,2019-298T,19-Jul,2019,MAT 4Site Engineers Ltd. Quasar Consulting Group
4504,Peel Region,"Engineering Services For Clarkson And Ge Booth Wwtp Icp Consolidation, Project 08-1912",,Services,RFP,2019-005P,21-Jan,2020,Brock Solutions Inc.Eramosa Engineering Inc.      Hatch Limited     NLS Engineering
4505,Peel Region,"Engineering Services For Clarkson Wastewater Treatment Plant (Wwtp), Cogeneration Expansion And Aeration Optimization",Consulting - Water Wastewater Vertical,Services,RFP,2020-557P,15-Dec,2020,AECOM Canada Ltd.  Black & Veatch Canada Company    CH2M Hill Canada LimitedR.V. Anderson Associates Limited
4506,Peel Region,"Engineering Services For Class Environmental Assessment, Detailed Design, Contract Administration And Inspection For East Trunk Sanitary Sewer Offline Storage Facility, Project 18-2441",,Services,RFP,2021-045P,02-Feb,2021,Associated Engineering (Ont.) Ltd.IBI Group Professional Services (Canada) Inc.           Stantec Consulting Ltd.
4507,Peel Region,"Engineering Services For Class Environmental Assessment, Detailed Design, Contract Administration And Inspection For Mcvean Sanitary Pumping Station Upgrades, Project 18-2976",Consulting - Water Wastewater Vertical,Services,RFP,2020-105P,22-Dec,2020,GHD Limited  GM BluePlan Engineering Limited   Black & Veatch Canada CompanyAssociated Engineering (Ont.) Ltd.          WSP Canada Inc.    Cole Engineering Group Ltd.
4508,Peel Region,"Engineering Services For Condition Assessment And Feasibility Study For The Rehabilitation Of The Abandoned East Trunk Sanitary Sewer And Energy Dissipation Chamber, Project 18-2441",,Services,RFP,2019-149P,08-Apr,2019,Black & Veatch Canada Company       CIMA Canada Inc. Cole Engineering Group Ltd.   Stantec Consulting Ltd.       WSP Canada Inc.
4509,Peel Region,Engineering Services For Condition Assessment And Replacement Of Existing Fan Coil Units At Various Peel Living Locations,,Services,RFT,2019-327T,28-May,2019,Building Innovation Inc.MAT 4Site Engineers Ltd.     Moon-Matz Ltd.  PNF Engineering Inc.
4510,Peel Region,"Engineering Services For Detailed Design And Contract Administration For Bovaird Drive From Mississauga Road To West Of Heritage Road, City Of Brampton, Project 19-4040",Consulting - Transportation,Services,RFP,2019-148P,06-Mar,2020,Associated Engineering (Ont.) Ltd.              exp Services Inc.                Hatch LimitedIBI Group Professional Services (Canada) Inc.         Morrison Hershfield Limited       R.V. Anderson Associates Limited               SNC-Lavalin Inc.           Stantec Consulting Ltd.             Wood Canada Limited               WSP Canada Inc.
